__v,_id,amount,author,book_cover,category,description,manufacturer,name,number_of_page,price,publication_date,publisher,stars.averageStars,stars.totalAmountVotes,stars.totalNumberStars
0,62a2ed84465201fdc127d1da,50,Masashi Kishimoto,Bìa mềm,truyentranh,"Dù mang sức mạnh áp đảo, nhưng Ngũ Kage cũng không thể tiếp cận Uchiha Madara. Liệu Tsunade có phá vỡ quy tắc của Ninja trị liệu để ra tay hành động!? Cùng lúc đó, Itachi và Sasuke cũng đứng ra đối đầu Kabuto nhằm ngăn chặn “Uế Thổ Chuyển Sinh”.",NXB Kim Đồng,Naruto - Tập 61: Huynh Đệ Song Thủ!! (Tái Bản 2022),160,25000,2022,NXB Kim Đồng,0,0,0
0,62a2edd8465201fdc127d1dd,50,Masashi Kishimoto,Bìa mềm,truyentranh,"Sau khi khai phóng được sức mạnh của Vĩ thú, Killer Bee bắt đầu phản công nhóm Sasuke! Chứng kiến đồng đội bị đánh bại bởi thứ Chakra vượt xa cả hiểu biết, trong bước đường cùng, Sasuke sẽ xoay trở thế nào!? Cùng thời điểm đó, trong lúc Naruto đang ngày đêm khổ luyện tiên thuật, một mối nguy khôn lường chưa từng có đã ập vào làng Lá!!",NXB Kim Đồng,Naruto Tập 45: Chiến Trường Làng Lá!! (Tái Bản 2022),160,25000,2022,NXB Kim Đồng,0,0,0
0,62a2eecf465201fdc127d1e0,50,Masashi Kishimoto,Bìa mềm,truyentranh,"Toàn quân bị đẩy vào thế thầm lặng chiến đấu! Nhưng Naruto đã biết Madara âm mưu nhắm vào cậu cũng như muốn châm ngòi chiến tranh. Bỏ qua lời thuyết phục của thầy Iruka, Naruto cương quyết tự đứng ra xử lí vấn đề trực tiếp tại chiến trường! Trong khi ở tiền tuyến, những trận đối đầu một mất một còn vẫn tiếp diễn. Màn đêm buông xuống, cuộc tập kích âm thầm trong bóng tối bắt đầu!!",NXB Kim Đồng,Naruto Tập 57: Naruto Xung Trận…!! (Tái Bản 2022),160,25000,2022,NXB Kim Đồng,0,0,0
0,62a2ef35465201fdc127d1e3,50,Akira Toriyama,Bìa mềm,truyentranh,"Trận chiến giữa quân đoàn Moro và các chiến binh Địa Cầu đang mỗi lúc một căng thẳng. Buộc chúa tể của chúng phải thân chinh xuất trận. Được Moro tiếp thêm sức mạnh, Saganbo đánh áp đảo bọn Gohan khiến Địa Cầu đứng trước nguy cơ thất thủ. Goku và Vegeta liệu có trở về kịp hay không? ",NXB Kim Đồng,Dragon Ball Super - Tập 13,160,22000,2022,NXB Kim Đồng,0,0,0
0,62a2ef8a465201fdc127d1e6,50,Akira Toriyama,Bìa mềm,truyentranh,"Giải đấu sức mạnh đã đi vào hồi kết khi trên sàn đấu chỉ còn một vài đại diện của vũ trụ 7 và Jiren của vũ trụ 11. Trước đấu thủ cực mạnh là Jiren, Goku đã đạt tới “bản năng vô cực” nhưng liệu có làm nên chuyện? Ở Địa Cầu, ma Buu đang gặp nguy hiểm?",NXB Kim Đồng,Dragon Ball Super Tập 9: Tàn Cuộc,160,22000,2022,NXB Kim Đồng,0,0,0
0,62a2efd2465201fdc127d1e9,50,Akira Toriyama,Bìa mềm,truyentranh,"Giải đấu sức mạnh do Đấng Toàn Năng làm “chủ xị” đã chính thức khởi tranh!! Vòng loại do các Thần Hủy Diệt tiến hành cũng đã xong, luật lệ cũng đã được ấn định: ngoại trừ vũ trụ chiến thắng, những vũ trụ thua cuộc đều sẽ bị hủy diệt. Goku đã phải khổ công chạy đôn chạy đáo để chọn ra 10 chiến binh xứng đáng nhất tham gia giải đấu như thế nào?",NXB Kim Đồng,"Dragon Ball Super Tập 6: Hỡi Các Siêu Chiến Binh, Hãy Tập Hợp!",160,22000,2022,NXB Kim Đồng,0,0,0
0,62a2f00f465201fdc127d1ec,50,Akira Toriyama,Bìa mềm,truyentranh,"Giải đấu sức mạnh do Đấng Toàn Năng làm “chủ xị” đã chính thức khởi tranh!! Vòng loại do các Thần Hủy Diệt tiến hành cũng đã xong, luật lệ cũng đã được ấn định: ngoại trừ vũ trụ chiến thắng, những vũ trụ thua cuộc đều sẽ bị hủy diệt. Goku đã phải khổ công chạy đôn chạy đáo để chọn ra 10 chiến binh xứng đáng nhất tham gia giải đấu như thế nào?",NXB Kim Đồng,Dragon Ball Super Tập 7: Giải Đấu Sức Mạnh - Cuộc Đua Tranh Sống Còn,160,22000,2022,NXB Kim Đồng,0,0,0
0,62a2f12c465201fdc127d1ef,50,Bộ Giáo Dục Và Đào Tạo,Bìa mềm,sachgiaokhoa,Sách Giáo Khoa Bộ Lớp 11 - Sách Bài Học (Bộ 14 Cuốn) (2022) + 2 Cuộn Bao Sách Nylon TP,NXB Giáo Dục Việt Nam,Sách Giáo Khoa Bộ Lớp 11 - Sách Bài Học (Bộ 14 Cuốn) (2022) + 2 Cuộn Bao Sách Nylon TP,900,220000,2022,NXB Giáo Dục Việt Nam,5,1,5
0,62a2f17a465201fdc127d1f2,50,Bộ Giáo Dục Và Đào Tạo,Bìa mềm,sachgiaokhoa,"Bản đồ, atlat địa lí, tập bản đồ địa lí là những phương tiện giảng dạy và học tập rất cần thiết đối với môn Địa lí ở nhà trường phổ thông. Cùng với sách giáo khoa, tập bản đồ là nguồn cung cấp kiến thức, hỗ trợ thiết thực cho các thầy, cô giáo và các em học sinh trong quá trình dạy và học môn Địa lí.",NXB Giáo Dục Việt Nam,Tập Bản Đồ Địa Lí 11,900,22000,2022,NXB Giáo Dục Việt Nam,5,1,5
0,62a2f201465201fdc127d1f5,50,Bộ Giáo Dục Và Đào Tạo,Bìa mềm,sachgiaokhoa,Tiếng Việt 3 - Tập 1 (2021),NXB Giáo Dục Việt Nam,Tiếng Việt 3 - Tập 1,80,6500,2022,NXB Giáo Dục Việt Nam,0,0,0
0,62a2f315465201fdc127d1f8,50,Bộ Giáo Dục Và Đào Tạo,Bìa mềm,sachgiaokhoa,Sách Giáo Khoa Bộ Lớp 3 - Bài Học + Bài Tập (Bộ 13 Cuốn) (2021),NXB Giáo Dục Việt Nam,Sách Giáo Khoa Bộ Lớp 3 - Bài Học + Bài Tập (Bộ 13 Cuốn),900,115000,2022,NXB Giáo Dục Việt Nam,0,0,0
0,62a2f35f465201fdc127d1fb,50,Bộ Giáo Dục Và Đào Tạo,Bìa mềm,sachgiaokhoa,Sách Giáo Khoa Bộ Lớp 4 - Sách Bài Học (Bộ 9 Cuốn) (2022) + Bao Sách Nylon TP,NXB Giáo Dục Việt Nam,Sách Giáo Khoa Bộ Lớp 4,900,115000,2022,NXB Giáo Dục Việt Nam,0,0,0
0,62a2f3ac465201fdc127d1fe,50,Bộ Giáo Dục Và Đào Tạo,Bìa mềm,sachgiaokhoa,Sách Giáo Khoa Bộ Lớp 1 - Chân Trời Sáng Tạo - Sách Bài Học (Bộ 9 Cuốn) (2022) + Bao Sách TP,NXB Giáo Dục Việt Nam,Sách Giáo Khoa Bộ Lớp 1 - Chân Trời Sáng Tạo - Sách Bài Học,900,205000,2022,NXB Giáo Dục Việt Nam,0,0,0
0,62a2f429465201fdc127d201,50,Bộ Giáo Dục Và Đào Tạo,Bìa mềm,sachgiaokhoa,Luyện Đọc 1 (Kết Nối) (2021),NXB Giáo Dục Việt Nam,Luyện Đọc 1 (Kết Nối),50,15000,2022,NXB Giáo Dục Việt Nam,0,0,0
0,62a2f547465201fdc127d204,50,Urako Kanamori,Bìa mềm,sachbame,"Bạn có bao giờ thốt ra những câu dù biết là không nên nói như  “Còn lề mề đến bao giờ nữa hả?” hay “Chẳng được cái trò trống gì, đưa đây xem nào!”… nhưng vẫn lỡ lời không?",NXB Kim Đồng,90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha Mẹ,50,33000,2022,NXB Kim Đồng,0,0,0
0,62a2f5af465201fdc127d207,50,Jung Wooyul,Bìa mềm,sachbame,"“Tôi mong có một ngày sẽ không còn ai gọi tôi là “Gà trống chăm con” nữa. Và tôi mong có một ngày, việc một ông bố chăm con sẽ là điều hiển nhiên trong mắt mọi người. Vậy nên hy vọng rằng văn hoá các ông bố chăm sóc con này sẽ được lan truyền rộng rãi hơn nữa. Sẽ thật nhiều thiếu sót nếu chỉ đưa ra những thông tin đơn thuần về cách chăm sóc con cái. Chúng ta phải tiếp cận việc chăm con một cách bao quát, song không chỉ là năm chắc lý thuyết tổng thể mà còn cần phải hiểu được cả sự phát triển về tâm lý của trẻ, tâm lý của những người trong gia đình và của hai vợ chồng nữa.” Đó là những dòng tâm sự của tác giả Jung Wooyul trong cuốn sách Bố bỉm sữa nuôi con khác biệt.",NXB Kim Đồng,Bố Bỉm Sữa Nuôi Con Khác Biệt,50,120000,2022,NXB Kim Đồng,0,0,0
0,62a2f615465201fdc127d20a,50,Kim Mi Kyung,Bìa mềm,sachbame,"Phụ nữ bắt đầu vai trò làm mẹ từ khi em bé được hình thành trong bụng và duy trì liên tục cho tới khi nhắm mắt xuôi tay. Tuy nhiên, nhiều người thiết lập sai lầm ngay từ đầu mối quan hệ cha mẹ – con cái quý giá này. Nhiều bà mẹ tin chắc rằng “bổn phận chân chính của người làm mẹ” chính là phải trở thành chuyên gia về đào tạo và nuôi dạy trẻ. Và họ dốc toàn lực để theo đuổi niềm tin đó. Nhưng, giây phút chúng ta thiết lập vai trò bản thân theo quan điểm như vậy cũng là lúc bi kịch bắt đầu.",NXB Kim Đồng,Mẹ Tự Tôn - Con Tự Tin,50,120000,2022,NXB Kim Đồng,0,0,0
0,62a2f696465201fdc127d20d,50,Lam Linh,Bìa mềm,sachbame,"Mẹ đơn thân - cụm từ đã không còn xa lạ với cuộc sống hiện đại hôm nay, nhưng dù đã được nhìn nhận nhiều hơn, vẫn còn rất nhiều những ánh nhìn thiếu thiện cảm của người đời cho một lựa chọn có phần “không giống với nhiều người bình thường khác”.",NXB Kim Đồng,Để Con Được Bay - Nuôi Con Một Mình Theo Kiểu Mẹ Phượt,50,84000,2022,NXB Kim Đồng,0,0,0
0,62a2f809465201fdc127d210,50,Bando Mariko,Bìa mềm,sachbame,"Cuốn sách Phẩm cách cha mẹ của tác giả Bando Mariko gồm 7 chương: Giáo dục sinh mệnh (bắt đầu từ lời chào hỏi, đến việc cả gia đình cùng ăn cơm, cùng con ca hát, đọc sách, khám phá thiên nhiên); Giáo dục phép tắc cư xử (cho con giúp đỡ cha mẹ, tạo cho con thói quen sinh hoạt tốt…); Giáo dục nhân tính (luôn giữ lời hứa, khiêm tốn vừa phải, giúp con tự tin…); Sự tiếp xúc với trường học, Giáo dục trẻ tuổi teen; Cách tiếp cận thông tin; Duy trì mối quan hệ giữa cha mẹ và con cái khi các con đã trưởng thành;",NXB Phụ Nữ,Phẩm Cách Cha Mẹ,50,71000,2022,NXB Phụ Nữ,0,0,0
0,62a2f890465201fdc127d213,50,Janet Lansbury,Bìa mềm,sachbame,"“Trước khi dạy trẻ biết đọc biết viết, hãy trao cho trẻ yêu thương. Trước khi dạy cho trẻ những điều cao siêu, hãy trao cho trẻ sự tôn trọng” được viết bởi chính trải nghiệm và sự học hỏi, trưởng thành của tác giả Janet Lansbury từ  phương pháp nuôi dạy con RIE ( Phương pháp làm cha mẹ tôn trọng). Đây là phương pháp được xây dựng bởi Tiến sĩ Magda Gerber- một chuyên gia về trẻ nhỏ đồng thời là người tiên phong trong lĩnh vực chăm sóc trẻ và bác sĩ nhi khoa Emmi Pikler khi xây dựng nên tổ chức RIE – Tổ chức nhằm nâng cao chất lượng chăm sóc và giáo dục trẻ.",NXB Phụ Nữ,Mẹ Ơi! Con Cũng Muốn Được Lắng Nghe,50,84000,2022,NXB Phụ Nữ,0,0,0
0,62a2f916465201fdc127d216,50,Shin Yee Jin,Bìa mềm,sachbame,"Làn sóng giáo dục sớm đang trở nên mạnh mẽ và chính là nguyên nhân khiến cho ngày càng nhiều trẻ em bị tổn thương tâm lý. Trước khi là một chuyên gia tâm lý trẻ em, tác giả Shin Yee Jin còn là một người mẹ. Bởi vậy cuốn sách này không chỉ chứa đựng những kinh nghiệm quý báu được tác giả chắt lọc trong suốt quá trình điều trị cho những trẻ em chịu nhiều tổn thương từ phương pháp giáo dục sớm, mà còn là kinh nghiệm nuôi dạy hai con trải qua không ít khó khăn cùng với quá trình đấu tranh tư tưởng mạnh mẽ trước sự tác động của trào lưu giáo dục sớm hiện nay.",NXB Phụ Nữ,Đừng Ép Con “Khôn” Sớm,50,54000,2018,NXB Phụ Nữ,0,0,0
0,62a2f9bc465201fdc127d219,50,TS BS Bùi Chí Thương,Bìa mềm,sachyhoc,"Có con là niềm vui cũng là thử thách lớn trong đời người phụ nữ bởi biết bao điều khó ngờ chờ đợi. Dù cho y học phát triển tới đâu, những thắc mắc của phụ nữ thời nào cũng như nhau: Sức khỏe như thế nào thì đảm bảo có thai an toàn? Khi mang thai làm sao cho mẹ khỏe bé khỏe? và khi vượt cạn làm sao cho thuận lợi, mẹ hồi phục nhanh, bé mau ăn chóng lớn.",NXB Trẻ,Y Học Sức Khỏe - Thai Kỳ Khỏe Mạnh - Vượt Cạn Bình An,50,54000,2020,NXB Trẻ,0,0,0
0,62a2fa05465201fdc127d21c,50,Vương Đào,Bìa mềm,sachyhoc,"DINH DƯỠNG HỌC BỊ THẤT TRUYỀN - Sách bán chạy hơn 500.000 nghìn bản Đông y nói “thực dược đồng nguyên” - thức ăn và thuốc cùng chung nguồn gốc, hay thức ăn chính là thuốc; thế nên việc ăn uống của chúng ta không chỉ đơn thuần là ăn để sống hay ăn cho khoái khẩu, mà sâu xa hơn là để cơ thể có đầy đủ dinh dưỡng, đầy đủ các nguyên vật liệu cần thiết nhằm bù đắp cho những phần đã tiêu hao hoặc tái sinh lại những phần đã bị tổn thương.",NXB Trẻ,Dinh Dưỡng Học Bị Thất Truyền - Dinh Dưỡng Đẩy Lùi Bệnh Tật,50,154000,2020,NXB Trẻ,0,0,0
0,62a2fa5f465201fdc127d21f,50,VS GS TSKH Đái Duy Ban,Bìa mềm,sachyhoc,"Các bệnh không truyền nhiễm, cụ thể hơn là các bệnh rối loạn chuyển hóa, chưa bao giờ thôi là một nguy cơ lớn với sức khỏe cộng đồng. Ngay cả trong bối cảnh các bệnh truyền nhiễm đang hoành hành, những căn bệnh này vẫn luôn ngấm ngầm phát triển, kéo dài dai dẳng và khó điều trị dứt điểm. Chính vì vậy, phòng và điều trị những căn bệnh này vẫn luôn là một phần không thể thiếu trong các chương trình chăm sóc sức khỏe.",NXB Trẻ,Phòng Và Hỗ Trợ Điều Trị Các Bệnh Rối Loạn Chuyển Hóa,50,88000,2020,NXB Trẻ,0,0,0
0,62a2faee465201fdc127d222,50,VS GS TSKH Đái Duy Ban,Bìa mềm,sachyhoc,"Bệnh rối loạn chuyển hóa và nội tiết là những chứng bệnh mạn tính kéo dài hàng năm, có khi mắc bệnh suốt cuộc đời gây cho người bệnh nhiều biến chứng thật khổ sở. Nguyên nhân bệnh là khá phức tạp, nhiều mặt chưa thật rõ ràng có giới tính rõ rệt như bướu cổ phần nhiều nữ giới hay mắc, bệnh gút thì nam giới mắc nhiều, bệnh lại có tính di truyền mạnh như các bệnh gút, bệnh béo phì, bệnh tiểu đường... bệnh phát sinh theo tuổi tác như bệnh tiểu dường týp I thường phát sinh ở tuổi trẻ mà bệnh tiểu đường týp II thường gặp ở lứa tuổi trên 40, bệnh cường giáp thường gặp ở phụ nữ vào tuổi 30 đến 45 là tuổi đang sung sức còn hội chứng tiền mãn kinh thì phát sinh ở lứa tuổi trước và sau khi tắt kinh... Tất cả đều nói lên các bệnh rối loạn nội tiết và chuyển hóa là có liên quan đến đặc điểm tâm sinh lý của con người theo giới tính, theo từng giai đoạn tuổi và tình hình sinh hoạt của họ. Phương pháp điều trị bệnh nội tiết và rối loạn chuyển hóa hiện nay của y học hiện đại như dùng Insulin các loại sulfamit trị tiểu đường, dùng hydrocortison, DOCA trị suy thượng thận, dùng thyroid, lugol trị bướu cổ, dùng MTU trị cường giáp... cũng chỉ là phương pháp trị ngọn nên thường phải dùng thuốc lâu dài, năm này  qua năm khác, thuốc dùng lâu tích lũy hay dùng quá liều dễ gây ra những biến chứng nguy hiểm.",NXB Trẻ,Đông Y Điều Trị - Bệnh Rối Loạn Chuyển Hóa Và Nội Tiết,50,88000,2020,NXB Trẻ,0,0,0
0,62a31214465201fdc127d225,47,Ki Yong Jo,Bìa mềm,sachyhoc,"Trong quá trình cho ra đời cuốn sách này, tôi đã nhận được sự giúp đỡ của rất nhiều người. Xin gửi lời cảm ơn chân thành tới những bệnh nhân đã tìm đến phòng khám, các nhân viên, các bạn đồng nghiệp, các bác sĩ về răng hàm mặt đã hợp tác cùng tôi, giám đốc Lee Yong Gil cũng như các nhân viên của Moabooks. Những lời động viên, khích lệ và cổ vũ của các bạn đã trở thành nguồn sức mạnh cho tôi.",NXB Trẻ,Chữa Ung Thư Bằng Phương Pháp Dưỡng Sinh,50,77000,2020,NXB Trẻ,4,1,4
0,62a31272465201fdc127d228,50,Trương Bá Lễ,Bìa mềm,sachyhoc,"Coronavirus chủ yếu truyền bệnh ở động vật, nhưng đã tiến hóa và lây nhiễm sang người. Tháng 12 năm 2019, tâm dịch đầu tiên ở Vũ Hán, Trung Quốc đã ghi nhận “27 người bị viêm phổi không rõ nguyên nhân, bảy người trong tình trạng nghiêm trọng, đe dọa tính mạng”. Chỉ một tháng sau, căn bệnh lây lan không kiểm soát sang nhiều vùng miền Trung Quốc và các quốc gia khác, bao gồm cả Việt Nam.",NXB Trẻ,Chẩn Trị Covid-19 Bằng Đông Tây Y,50,127000,2020,NXB Trẻ,0,0,0
0,62a312d4465201fdc127d22b,50,Từ Khắc Thành,Bìa mềm,sachyhoc,"Ung thư là gì? Ung thư không phải là cuộc tấn công của kẻ thù bên ngoài. Tế bào ung thư là những “người tốt” (tế bào bình thường) đột biến thành “kẻ xấu”. Cơ thể con người có 40 nghìn tỷ đến 60 nghìn tỷ tế bào và có 35.000 gien. Mỗi gien chứa hàng nghìn cặp bazơ. Khi các chất gây ung thư phá hủy ADN, các gien này dễ bị đột biến và tích tụ dần dần. Hơn nữa, trong quá trình phân chia tế bào, những sai sót ngẫu nhiên khi sao chép gien cũng có thể gây đột biến gien. Đột biến này xảy ra trong cơ thể chúng ta mọi lúc và phát triển thành bệnh tật, ung bướu cùng với quá trình lão hóa, tái tạo, chữa lành và sinh sản tự nhiên mà chúng ta không thể nào tránh được. Theo nghĩa này, mỗi người chúng ta đều đang sống chung với ung thư. Do đó, ung thư không đáng sợ, nó là một phần của tiến hóa.",NXB Trẻ,Sống Chung Với Ung Thư,50,70000,2020,NXB Trẻ,0,0,0
0,62a31342465201fdc127d22e,50,Akiyoshi Horie,Bìa mềm,sachyhoc,"Với kinh nghiệm là đời thứ tư của hiệu thuốc Đông y cổ truyền 90 năm tuổi, chữa trị cho khoảng 50.000 trường hợp bệnh nhân trên khắp nước Nhật và cả nước ngoài, từ đau bụng kinh, lạc nội mạc tử cung, vô sinh hiếm muộn đến trầm cảm, làm đẹp và giảm cân, tác giả hoàn toàn có đủ tự tin cho luận điểm của mình. Không giống như phương pháp chữa trị Tây y, chữa trị Đông y đòi hỏi Akiyoshi Horie phải dành hàng giờ để khám và chẩn đoán, theo dõi sát sao mức độ cải thiện thể chất và tinh thần của người bệnh và mỗi đơn thuốc là sự kết hợp của hàng trăm loại thảo dược khác nhau. Trong suốt quá trình tích góp kinh nghiệm chậm rãi và phong phú trong hơn một thập kỷ, Akiyoshi Horie nhận ra được sự liên hệ mật thiết giữa cơ thể với tinh thần và việc lưu thông máu thật sự ảnh hưởng triệt để đến thân-tâm ta mỗi ngày.",NXB Trẻ,Lưu Thông Máu Tốt Hóa Giải Bách Bệnh,50,70000,2020,Thái Hà,0,0,0
0,62a31432465201fdc127d231,50,Russel Brunson,Bìa mềm,sachcongnghe,"Nếu bạn đang muốn xây dựng một CÔNG TY ONLINE bền vững, đây đích thị là cuốn sách dành cho bạn. Nó sẽ mang đến cho bạn một sự hiểu biết sâu sắc và một sự thấu suốt về cấu trúc và khoa học marketing hiệu quả để áp dụng chúng trên thế giới truyền thông online. Cuốn sách sẽ giúp bạn biết cách làm thế nào để cấu trúc lại sản phẩm và dịch vụ của công ty mình sao cho số tiền kiếm được nhiều gấp hai đến ba lần từ lượng truy cập bạn đang có. Khi làm theo các bước được hướng dẫn, mọi thứ sẽ bắt đầu vào guồng xoay của nó và bạn có thể đầu tư nhiều hơn để kiếm được nhiều khách hàng mới hơn.",NXB Thế Giới,Bí Mật Dotcom,50,162000,2020,Thái Hà,0,0,0
0,62a3148f465201fdc127d234,50,Nguyễn Thị Lan Phượng,Bìa mềm,sachcongnghe,"Bạn mất rất nhiều thời gian để “làm sạch những bảng số liệu dài dằng dặc mà kết quả nhiều khi vẫn bị lỗi và không chính xác? Bạn bỏ công sức làm báo cáo ngày đêm mà vẫn không được duyệt và không đúng ý sếp hay khách hàng? Bạn muốn tạp ra một báo cáo trực quan, sinh động nhưng cũng không kém phần chuyên nghiệp khiến đồng nghiệp và sếp phải trầm trồ",Alpha Books,"Số Ơi, Mở Ra! - Tư Duy Phân Tích Số Liệu Và Thiết Kế Báo Cáo Excel Dashboard Chuyên Nghiệp",50,142000,2020,NXB Dân Trí,0,0,0
0,62a3151e465201fdc127d237,50,Robert Cecil Martin,Bìa mềm,sachcongnghe,"Hiện nay, lập trình viên là một trong những nghề nghiệp được nhiều người lựa chọn theo đuổi và gắn bó. Đây là công việc đòi hỏi sự tỉ mỉ, nhiều công sức nhưng mang lại giá trị cao và một tương lai công việc hứa hẹn. Là một trong số những chuyên gia giàu kinh nghiệm, điêu luyện và lành nghề trong ngành, tác giả đã đúc rút từ kinh nghiệm của mình, viết về những tình huống trong thực tế, đôi khi có thể trái ngược với lý thuyết để xây dựng nên cuốn cẩm nang này, nhằm hỗ trợ những người đang muốn trở thành một lập trình viên chuyên nghiệp.",Alpha Books,Clean Code - Mã Sạch Và Con Đường Trở Thành Lập Trình Viên Giỏi,400,335000,2020,NXB Dân Trí,0,0,0
0,62a3167b465201fdc127d23a,50,Stephen Hawking,Bìa mềm,sachcongnghe,Lòng khát khao khám phá luôn là động lực cho trí sáng tạo của con người trong mọi lĩnh vực không chỉ trong khoa học. Điều đó được kiểm chứng trong quyển Vũ trụ trong vỏ hạt dẻ,NXB Trẻ,Vũ Trụ Trong Vỏ Hạt Dẻ,200,87000,2020,NXB Trẻ,5,1,5
0,62a31702465201fdc127d23d,50,Nguyễn Hiển,Bìa mềm,sachcongnghe,"Thế giới đang đối mặt với những thay đổi chưa từng có. Những gì chúng ta chắc chắn vào 5 năm, hoặc 2 năm trước, giờ đây đang bị thử thách. Từ “cơn bão” của Trí tuệ nhân tạo, những chức năng, ứng dụng mới của các ngôn ngữ lập trình cho đến sự xuất hiện của đa dạng nền tảng công nghệ. Cuốn sách này, vì vậy ra đời với mong muốn giải đáp câu hỏi “Cần phải làm gì? và “Làm như thế nào?” cho những lập trình viên “bình thường” - những người muốn tốt và tốt hơn từng ngày, không phải những lập trình viên siêu hạng hay những người muốn nhanh chóng nhảy cóc tới đỉnh tháp.",NXB Trẻ,DevUP - Cuốn Sách Toàn Diện Phát Triển Sự Nghiệp Của Lập Trình Viên,200,122000,2020,NXB Trẻ,0,0,0
0,62a3177c465201fdc127d240,120,Lê Trường Thông,Bìa mềm,sachcongnghe,"Lập trình cấu trúc là phương pháp tổ chức, phân chia chương trình thành các hàm, thủ tục. Chúng được dùng để xử lý dữ liệu nhưng lại tách rời các cấu trúc dữ liệu. Lập trình hướng đối tượng dựa trên việc tổ chức chương trình thành các lớp. Khác với hàm và thủ tục, lớp là một đơn vị bao gồm cả dữ liệu và các phương thức xử lý.",Huy Hoang Bookstore,Giáo Trình C++ Và Lập Trình Hướng Đối Tượng,120,116000,2020,NXB Bách Khoa Hà Nội,0,0,0
0,62a317f6465201fdc127d243,120,Phạm Quang Huy,Bìa mềm,sachcongnghe,"Tự Học Photoshop Cc - Toàn Tập (Tái bản bổ sung lần 2) gồm 20 chương lý thuyết và bài tập thực hành khai thác các công cụ và lệnh cơ bản trong Photoshop, giúp các bạn tiết kiệm thời gian, đạt năng suất hơn khi làm việc với Photoshop CC cũng như với các phiên bản cũ hơn như Photoshop CS4, CS5, CS6. Các chương được trình bày độc lập rõ ràng, dễ dàng sử dụng, bạn đọc có thể thực hành các bài tập từ chương bắt đầu đến kết thúc hoặc chuyển đến các chương nào tùy ý. Không như các quyển sách hướng dẫn học Photoshop do tủ sách STK biên soạn với đối tượng là người bắt đầu, yêu cầu với quyển sách này là các bạn đã dùng qua các lệnh cơ bản trong Photoshop, bây giờ muốn hiểu rõ hơn các công cụ và lệnh này qua các ví dụ, với các phím tắt, thủ thuật và lời khuyên giúp cho bạn làm việc thông minh, nhanh hơn trong Photoshop. Có như vậy bạn sẽ tìm hiểu Photoshop ở mức sâu hơn. Sách là tài liệu không thể thiếu cho các học sinh, sinh viên, giáo viên, các chuyên viên đồ họa và nhiều hơn nữa đã làm quen với Photoshop nay muốn khai thác và sử dụng hiệu quả chương trình đầy quyền năng này thì đây chính là cuốn sách dành cho bạn hiểu và khai thác Photoshop ở mức độ nâng cao, tiết kiệm nhiều thời gian khi học.",NXB Thanh Niên,Tự Học Photoshop CC,320,126000,2020,NXB Thanh Niên,0,0,0
0,62a31895465201fdc127d246,120,Nguyễn Văn Phước,Bìa mềm,sachcongnghe,"Sách trình bày nội dung một cách ngắn gọn, cơ bản và dễ hiểu. Trong sách, các tác giả không đi quá sâu vào kiến thức chuyên ngành cũng như không phân tích quá chi tiết transistor ở góc độ vật lý bán dẫn, sinh viên được giới thiệu lý thuyết vừa đủ và thông qua việc tính toán, thiết kế, giải các bài tập để củng cố kiến thức đã học ở phần lý thuyết. Tất cả kiến thức toán học phù hợp với yêu cầu của môn học. Ở mỗi chương có ví dụ minh họa, câu hỏi và bài tập để sinh viên có thể luyện tập, hiểu sâu hơn những vấn đề mình đã học. Trong quá trình học, sinh viên có thể trao đổi thêm với giảng viên về cách giải các bài tập khó hay được giải đáp các câu hỏi có liên quan đến môn học.",NXB Thanh Niên,Giáo Trình Điện Tử - Linh Kiện Điện Tử Transistor,320,173000,2020,NXB Thanh Niên,0,0,0
0,62a31a59465201fdc127d251,120,Trần Thị Yến,Bìa mềm,sachthamkhao,"Tổng hợp toàn bộ những kiến thức trọng tâm của chương trình Hóa học THCS. Chỉ với cuốn sách này, các teen lớp 8, lớp 9 hoàn toàn có thể nắm chắc kiến thức để làm bài tập và ôn luyện trước các kì kiểm tra. Được coi là cuốn sổ tay thần thánh không chỉ tổng hợp lý thuyết, công thức hóa học, cuốn sách còn tổng hợp các dạng bài thường gặp nhất trong các đề kiểm tra. Sau khi học lý thuyết, các bài thực hành giúp người học hiểu sâu sắc và nhớ lâu hơn.",NXB Đại Học Quốc Gia Hà Nội,Sổ Tay Học Nhanh Toàn Diện Kiến Thức Và Dạng Bài Hóa Học Lớp 8-9,320,53000,2020,Megabook,0,0,0
0,62a31e4a465201fdc127d254,120,Dương Hương,Bìa mềm,sachthamkhao,"Luyện giải bộ đề Bồi dưỡng học sinh giỏi tiếng Anh lớp 8 là cuốn sách giúp học sinh tổng hợp lại kiến thức từ cơ bản đến nâng cao, cùng bộ đề ôn luyện học sinh giỏi với các bài tập đa dạng và bám sát chương trình học.",NXB Đại Học Quốc Gia Hà Nội,Luyện Giải Bộ Đề Bồi Dưỡng Học Sinh Giỏi Tiếng Anh Lớp 8,320,93000,2020,Megabook,0,0,0
